-8.432188009680372e+00 0.000000000000000e+00 3.530052904297471e-08
-8.432188009680372e+00 8.517361625939769e-02 3.529122075454231e-08
-8.432188009680372e+00 1.703472325187954e-01 3.526001231217864e-08
-8.432188009680372e+00 2.555208487781931e-01 3.520697769270155e-08
-8.432188009680372e+00 3.406944650375908e-01 3.513224365508044e-08
-8.432188009680372e+00 4.258680812969884e-01 3.503598912614539e-08
-8.432188009680372e+00 5.110416975563862e-01 3.491844433337363e-08
-8.432188009680372e+00 5.962153138157839e-01 3.477988969153122e-08
-8.432188009680372e+00 6.813889300751815e-01 3.462065445180905e-08
-8.432188009680372e+00 7.665625463345791e-01 3.444111512389606e-08
-8.432188009680372e+00 8.517361625939769e-01 3.424169368313874e-08
-8.432188009680372e+00 9.369097788533747e-01 3.402285557645213e-08
-8.432188009680372e+00 1.022083395112772e+00 3.378510754210471e-08
-8.432188009680372e+00 1.107257011372170e+00 3.352899525967956e-08
-8.432188009680372e+00 1.192430627631568e+00 3.325510084765600e-08
-8.432188009680372e+00 1.277604243890965e+00 3.296404022688306e-08
-8.432188009680372e+00 1.362777860150363e+00 3.265646036896324e-08
-8.432188009680372e+00 1.447951476409761e+00 3.233303644904803e-08
-8.432188009680372e+00 1.533125092669158e+00 3.199446892285840e-08
-8.432188009680372e+00 1.618298708928556e+00 3.164148054788498e-08
-8.432188009680372e+00 1.703472325187954e+00 3.127481336862942e-08
-8.432188009680372e+00 1.788645941447351e+00 3.089522568549608e-08
-8.432188009680372e+00 1.873819557706749e+00 3.050348902653190e-08
-8.432188009680372e+00 1.958993173966147e+00 3.010038514058183e-08
-8.432188009680372e+00 2.044166790225545e+00 2.968670302970384e-08
-8.432188009680372e+00 2.129340406484943e+00 2.926323603777453e-08
-8.432188009680372e+00 2.214514022744340e+00 2.883077901120329e-08
-8.432188009680372e+00 2.299687639003738e+00 2.839012554654445e-08
-8.432188009680372e+00 2.384861255263135e+00 2.794206533856249e-08
-8.432188009680372e+00 2.470034871522533e+00 2.748738164102259e-08
-8.432188009680372e+00 2.555208487781931e+00 2.702684885110395e-08
-8.432188009680372e+00 2.640382104041328e+00 2.656123019290317e-08
-8.432188009680372e+00 2.725555720300726e+00 2.609127348530093e-08
-8.432188009680372e+00 2.810729336560124e+00 2.561770780755252e-08
-8.432188009680372e+00 2.895902952819521e+00 2.514124461871424e-08
-8.432188009680372e+00 2.981076569078919e+00 2.466257644718853e-08
-8.432188009680372e+00 3.066250185338316e+00 2.418237545944178e-08
-8.432188009680372e+00 3.151423801597714e+00 2.370129218855454e-08
-8.432188009680372e+00 3.236597417857112e+00 2.321995442108476e-08
-8.432188009680372e+00 3.321771034116510e+00 2.273896623967924e-08
-8.432188009680372e+00 3.406944650375908e+00 2.225890721786459e-08
-8.432188009680372e+00 3.492118266635305e+00 2.178033176259671e-08
-8.432188009680372e+00 3.577291882894703e+00 2.130376859938354e-08
-8.432188009680372e+00 3.662465499154101e+00 2.082972039410849e-08
-8.432188009680372e+00 3.747639115413499e+00 2.035866350515366e-08
-8.432188009680372e+00 3.832812731672896e+00 1.989104785892364e-08
-8.432188009680372e+00 3.917986347932294e+00 1.942729694152868e-08
-8.432188009680372e+00 4.003159964191691e+00 1.896780789909833e-08
-8.432188009680372e+00 4.088333580451089e+00 1.851295173900409e-08
-8.432188009680372e+00 4.173507196710487e+00 1.806307362417303e-08
-8.432188009680372e+00 4.258680812969885e+00 1.761849325262124e-08
-8.432188009680372e+00 4.343854429229282e+00 1.717950531437986e-08
-8.432188009680372e+00 4.429028045488679e+00 1.674638001808597e-08
-8.432188009680372e+00 4.514201661748078e+00 1.631936367963165e-08
-8.432188009680372e+00 4.599375278007475e+00 1.589867936550474e-08
-8.432188009680372e+00 4.684548894266872e+00 1.548452758364473e-08
-8.432188009680372e+00 4.769722510526271e+00 1.507708701495252e-08
-8.432188009680372e+00 4.854896126785668e+00 1.467651527886131e-08
-8.432188009680372e+00 4.940069743045066e+00 1.428294972673508e-08
-8.432188009680372e+00 5.025243359304463e+00 1.389650825716995e-08
-8.432188009680372e+00 5.110416975563862e+00 1.351729014766118e-08
-8.432188009680372e+00 5.195590591823259e+00 1.314537689745030e-08
-8.432188009680372e+00 5.280764208082656e+00 1.278083307673944e-08
-8.432188009680372e+00 5.365937824342055e+00 1.242370717783071e-08
-8.432188009680372e+00 5.451111440601452e+00 1.207403246412184e-08
-8.432188009680372e+00 5.536285056860850e+00 1.173182781324636e-08
-8.432188009680372e+00 5.621458673120248e+00 1.139709855142011e-08
-8.432188009680372e+00 5.706632289379646e+00 1.106983764843598e-08
-8.432188009680372e+00 5.791805905639043e+00 1.075002711891100e-08
-8.432188009680372e+00 5.876979521898441e+00 1.043763780257723e-08
-8.432188009680372e+00 5.962153138157839e+00 1.013262994299850e-08
-8.432188009680372e+00 6.047326754417235e+00 9.834953950142418e-09
-8.432188009680372e+00 6.132500370676633e+00 9.544551141113970e-09
-8.432188009680372e+00 6.217673986936031e+00 9.261354457601820e-09
-8.432188009680372e+00 6.302847603195429e+00 8.985289158837418e-09
-8.432188009680372e+00 6.388021219454826e+00 8.716273489103941e-09
